name,age,country,intMatches,matches,batInns,notOuts,runs,ballsFaced,foursScored,sixesScored,catches&stumpings,bowlInns,ballsBowled,runsConceded,wickets
Nyiko Shikwambana,24,South Africa,0,3,3,0,19,27,3,0,5,0,0,0,0
Malusi Siboto,34,South Africa,0,119,25,15,95,110,6,2,27,115,2187,2826,100
Andile Simelane,18,South Africa,0,3,3,0,28,34,4,0,1,3,42,52,0
Tumelo Simelane,26,South Africa,0,4,0,0,0,0,0,0,0,4,72,101,3
Kyle Simmonds,28,South Africa,0,17,13,6,95,80,9,2,8,16,348,351,19
Sinenhlanhla Zwane,21,South Africa,0,2,1,1,1,1,0,0,0,0,0,0,0
Lutho Sipamla,23,South Africa,9,44,8,5,16,27,1,0,21,40,780,1153,40
Siyabonga Mahima,25,South Africa,0,16,4,3,26,24,3,0,3,16,354,414,19
Daniel Smith,19,South Africa,0,1,0,0,0,0,0,0,0,0,0,0,0
Jade Smith,19,South Africa,0,3,3,0,27,22,5,0,0,1,6,13,0
Jason Smith,27,South Africa,0,48,42,6,940,778,62,25,15,29,417,594,29
JJ Smuts,33,South Africa,13,164,160,14,3830,3037,398,120,36,134,2351,2680,93
Jacques Snyman,27,South Africa,1,30,29,0,499,378,54,18,9,19,274,341,9
Jurie Snyman,26,South Africa,0,25,23,7,466,352,35,27,9,12,192,219,9
Kaden Solomons,18,South Africa,0,3,3,1,35,30,3,1,0,0,0,0,0
Joshua Stephenson,18,South Africa,0,2,2,1,7,16,0,0,0,2,36,57,2
Tristan Stubbs,21,South Africa,0,14,14,2,432,257,20,30,2,4,54,73,1
Glenton Stuurman,29,South Africa,1,18,9,3,29,38,0,0,4,18,354,414,20
Prenelan Subrayen,28,South Africa,0,76,34,15,326,268,15,18,16,71,1488,1633,65
Aubrey Swanepoel,32,South Africa,0,83,64,7,1146,863,113,34,32,64,1134,1336,43
Beyers Swanepoel,23,South Africa,0,6,5,2,78,42,8,4,5,6,108,152,2
Stefan Tait,25,South Africa,0,2,0,0,0,0,0,0,0,2,46,87,0
Ruan Terblanche,20,South Africa,0,1,1,0,28,25,0,1,0,0,0,0,0
Grant Thomson,33,South Africa,0,55,44,7,1018,794,65,35,15,42,652,830,22
Tumelo Tlhokwe,27,South Africa,0,12,4,1,24,22,0,0,4,11,160,162,14
Asakhe Tsaka,18,South Africa,0,2,1,0,18,19,1,0,0,2,42,45,2
Tsepo Ndwandwa,26,South Africa,0,11,4,1,20,27,1,0,2,11,204,254,11
Cebo Tshiki,31,South Africa,0,29,21,5,293,293,27,3,5,0,0,0,0
Yaseen Valli,26,South Africa,0,11,11,2,245,222,28,3,4,0,0,0,0
Yaseen Vallie,32,South Africa,0,58,46,12,838,762,73,4,12,26,330,429,18
Pite van Biljon,35,South Africa,10,91,78,20,1736,1347,119,76,19,0,0,0,0
Jhedli van Briesies,20,South Africa,0,2,2,1,46,32,4,1,2,0,0,0,0
Mitchell Van Buuren,24,South Africa,0,16,15,2,371,284,37,6,3,1,6,10,0
Nicky van den Bergh,32,South Africa,0,54,51,9,959,748,50,51,31,0,0,0,0
Rassie van der Dussen,33,South Africa,34,140,132,24,4129,3172,284,181,43,6,54,55,3
George Van Heerden,18,South Africa,0,3,3,0,80,72,5,2,0,0,0,0,0
Nealan van Heerden,25,South Africa,0,14,2,2,4,9,0,0,4,13,209,285,6
Joshua van Heerden,23,South Africa,0,11,11,2,211,199,21,5,3,0,0,0,0
Raynard van Tonder,23,South Africa,0,24,20,2,476,431,40,10,4,0,0,0,0
Tiaan van Vuuren,20,South Africa,0,9,7,5,53,30,2,4,2,9,185,286,5
Jonathan Vandiar,31,South Africa,0,70,68,6,1429,1204,150,39,12,0,0,0,0
Morne Venter,24,South Africa,0,3,3,1,69,56,5,2,1,2,27,30,2
Kyle Verreynne,24,South Africa,0,39,33,5,726,570,59,21,21,0,0,0,0
Dane Vilas,36,South Africa,1,191,161,39,3502,2754,257,107,133,0,0,0,0
Hardus Viljoen,32,South Africa,0,132,77,32,679,526,46,32,25,128,2781,3789,149
Hanu Viljoen,20,South Africa,0,1,1,0,3,9,0,0,0,0,0,0,0
Shaun von Berg,35,South Africa,0,48,23,11,180,162,19,2,7,46,936,1092,54
Basheeru-Deen Walters,35,South Africa,0,76,18,9,68,80,6,1,18,76,1393,1767,58
Sean Whitehead,24,South Africa,0,9,4,2,13,14,1,0,4,9,168,192,4
Lizaad Williams,28,South Africa,6,51,13,11,51,50,2,2,13,50,1024,1263,63
Jordan Woolf,22,South Africa,0,3,2,1,10,6,0,1,2,1,6,15,0
Jerome Xaba,26,South Africa,0,3,1,1,4,1,0,0,0,3,18,33,0
Bamanye Xenxe,24,South Africa,0,9,6,1,69,63,3,2,2,8,120,161,8
Codi Yusuf,23,South Africa,0,13,7,3,45,43,0,4,3,13,261,382,8
Khaya Zondo,31,South Africa,0,118,96,19,1885,1693,146,46,38,26,295,373,14
Zubayr Hamza,26,South Africa,0,28,26,5,649,564,71,13,12,1,12,12,1
Lwandiswa Zuma,25,South Africa,0,22,8,5,24,34,0,1,3,22,348,545,14
Kasun Abeyrathne,23,Sri Lanka,0,8,6,0,52,58,4,2,12,0,0,0,0
Lasith Abeyratne,28,Sri Lanka,0,42,34,5,586,523,44,14,30,0,0,0,0
Ishan Abeysekara,28,Sri Lanka,0,16,15,3,153,153,16,0,4,13,247,266,14
Dilshan Abeysinghe,25,Sri Lanka,0,4,2,0,7,8,1,0,2,4,60,80,3
Kasun Vidura,28,Sri Lanka,0,20,17,1,280,233,21,13,11,5,44,53,1
Aravinda Akurugoda,25,Sri Lanka,0,10,9,1,112,115,7,5,3,7,109,135,2
Malinga Amarasinghe,24,Sri Lanka,0,12,9,4,56,57,4,0,2,11,198,255,11
Gamindu Kanishka,35,Sri Lanka,0,14,14,2,202,200,15,5,4,3,30,41,2
Kavishka Anjula,24,Sri Lanka,0,22,15,4,188,132,13,8,6,22,371,505,19
Amila Aponso,28,Sri Lanka,3,48,20,9,63,81,7,1,18,44,926,898,57
Chrishen Aponsu,27,Sri Lanka,0,10,9,1,52,75,1,2,10,0,0,0,0
Krishan Sanjula,23,Sri Lanka,0,17,15,2,387,343,33,10,20,0,0,0,0
Sahan Arachchige,25,Sri Lanka,0,36,26,7,472,374,33,12,19,21,326,414,18
Lasindu Arosha,22,Sri Lanka,0,7,7,0,69,121,5,1,0,4,42,51,1
Charith Asalanka,24,Sri Lanka,13,51,49,7,1102,862,94,44,15,20,299,361,17
Kavindu Ashan,28,Sri Lanka,0,2,2,0,39,33,1,3,1,0,0,0,0
Sammu Ashan,24,Sri Lanka,0,36,32,12,369,320,17,17,7,10,108,104,6
Dulaj Ashen,21,Sri Lanka,0,3,1,1,6,10,0,0,1,1,12,16,0
Nimasara Atharagalla,22,Sri Lanka,0,10,2,2,3,3,0,0,3,10,153,210,15
Dilanka Auwardt,31,Sri Lanka,0,15,9,6,42,71,1,0,3,15,307,346,12
Chaminda Bandara,34,Sri Lanka,1,20,5,4,25,28,1,1,4,19,325,397,18
Ashen Bandara,23,Sri Lanka,4,33,27,7,569,444,48,13,25,3,13,12,1
Asantha Basnayake,34,Sri Lanka,0,19,13,1,192,167,10,8,10,3,36,47,0
Minod Bhanuka,26,Sri Lanka,5,72,68,10,1230,1033,115,41,70,0,0,0,0
Hasitha Boyagoda,23,Sri Lanka,0,25,18,2,252,234,20,4,13,2,18,21,1
Rumesh Buddika,31,Sri Lanka,0,47,44,4,822,704,77,22,8,20,253,376,10
Iresh Chamara,27,Sri Lanka,0,1,1,0,0,1,0,0,1,1,6,9,0
Dushmantha Chameera,30,Sri Lanka,43,84,36,16,120,144,10,3,17,83,1742,2273,85
Dinesh Chandimal,32,Sri Lanka,65,159,146,23,3745,3123,336,98,115,0,0,0,0
Ron Chandraguptha,26,Sri Lanka,0,14,14,0,208,187,29,4,11,0,0,0,0
Poorna Charuka,24,Sri Lanka,0,7,4,1,25,32,0,1,1,6,51,96,3
Sanjaya Chathuranga,29,Sri Lanka,0,12,11,5,235,201,14,8,4,10,146,175,9
Vishva Chathuranga,23,Sri Lanka,0,19,18,0,226,198,31,6,14,0,0,0,0
Sandaruwan Chinthaka,21,Sri Lanka,0,5,4,1,36,27,3,1,1,2,36,40,1
Harsha Cooray,38,Sri Lanka,0,37,35,5,859,807,79,22,11,1,24,55,0
Dilhan Cooray,34,Sri Lanka,0,33,31,3,541,515,55,4,9,2,8,12,0
Sangeeth Cooray,26,Sri Lanka,0,17,17,1,333,338,33,4,3,9,116,126,9
Lasith Croospulle,23,Sri Lanka,0,25,25,0,466,366,55,9,11,8,102,130,5
Akila Dananjaya,28,Sri Lanka,31,91,37,17,163,186,11,3,23,87,1872,2325,101
Ashian Daniel,20,Sri Lanka,0,11,3,3,5,2,1,0,3,10,186,188,14
Jehan Daniel,22,Sri Lanka,0,22,20,6,270,183,18,12,7,13,108,171,2
Sanoj Darshika,23,Sri Lanka,0,14,14,2,130,125,6,4,4,1,12,16,0
Anuk de Alwis,30,Sri Lanka,0,19,17,5,145,86,7,11,7,17,288,424,14
Sohan de Livera,21,Sri Lanka,0,2,2,0,22,23,2,0,3,0,0,0,0
Sasika Dilshan,22,Sri Lanka,0,3,1,1,1,2,0,0,0,3,66,63,4
Hashan Dumindu,26,Sri Lanka,0,25,22,3,491,416,46,9,12,1,18,29,0
Chamikara Edirisinghe,30,Sri Lanka,0,32,14,4,44,55,1,2,13,31,597,644,27
Kasun Ekanayake,24,Sri Lanka,0,8,8,1,147,143,9,4,4,2,30,45,2
Nuwan Pradeep,35,Sri Lanka,16,68,23,17,45,72,4,1,16,67,1233,1707,72
Binura Fernando,26,Sri Lanka,7,58,29,9,228,216,13,8,5,57,1169,1355,77
Chamara Fernando,33,Sri Lanka,0,10,10,0,219,179,23,5,4,0,0,0,0
Dilum Fernando,27,Sri Lanka,0,1,0,0,0,0,0,0,0,1,24,24,2
Tharusha Fernando,22,Sri Lanka,0,10,10,4,96,84,6,3,6,4,63,63,6
Deshan Fernando,23,Sri Lanka,0,5,2,2,6,6,0,0,0,5,114,111,6
Hasantha Fernando,42,Sri Lanka,0,61,54,2,892,760,74,36,21,46,788,1039,35
Nuwanidu Fernando,22,Sri Lanka,0,19,18,3,391,346,24,13,7,2,18,16,0
Naveen Fernando,21,Sri Lanka,0,1,1,0,3,5,0,0,0,1,6,11,0
Ravindu Fernando,22,Sri Lanka,0,6,6,1,50,51,2,2,1,5,66,71,3
Shasheen Fernando,28,Sri Lanka,0,6,4,1,17,23,2,0,0,0,0,0,0
Saminda Fernando,25,Sri Lanka,0,19,13,4,117,117,11,2,2,0,0,0,0
Shalith Fernando,22,Sri Lanka,0,14,12,3,234,226,12,7,16,0,0,0,0
Anuk Fernando,26,Sri Lanka,0,31,20,4,191,154,12,6,10,23,408,518,25
Hans Fernando,35,Sri Lanka,0,17,15,0,274,283,29,4,7,0,0,0,0
Shehan Fernando,28,Sri Lanka,0,39,38,1,918,634,96,37,13,3,18,23,1
Asitha Fernando,24,Sri Lanka,0,28,8,5,24,25,4,0,4,27,526,713,32
Oshada Fernando,29,Sri Lanka,7,29,25,2,445,393,41,12,10,0,0,0,0
Nishan Madushka,22,Sri Lanka,0,22,21,4,559,561,54,8,15,0,0,0,0
Vishwa Fernando,30,Sri Lanka,1,17,4,0,11,17,1,0,1,17,255,353,14
Shiran Fernando,28,Sri Lanka,0,19,7,5,28,19,1,2,7,18,389,495,28
Avishka Fernando,23,Sri Lanka,32,83,80,6,1874,1417,155,96,24,0,0,0,0
Irosh Fernando,22,Sri Lanka,0,17,15,6,86,80,9,3,10,0,0,0,0
Roshen Fernando,29,Sri Lanka,0,19,7,4,29,21,0,4,4,19,368,434,26
Leo Fransisco,27,Sri Lanka,0,17,16,0,220,229,19,3,16,0,0,0,0
Nisala Tharaka,30,Sri Lanka,0,34,24,9,222,213,16,7,5,34,639,792,41
Venura Gayashan,23,Sri Lanka,0,3,0,0,0,0,0,0,0,3,30,50,1
Sithara Gimhan,26,Sri Lanka,0,18,17,0,289,216,27,11,9,0,0,0,0
Dilesh Gunaratne,32,Sri Lanka,0,27,2,1,10,7,1,0,6,27,507,568,38
Asela Gunaratne,36,Sri Lanka,12,78,73,17,1422,1214,111,39,34,68,1044,1320,50
Chamika Gunasekara,22,Sri Lanka,0,14,3,1,2,8,0,0,4,13,234,224,19
Vihan Gunasekare,23,Sri Lanka,0,2,2,0,48,58,2,3,0,0,0,0,0
Rahul Gunasekera,20,Sri Lanka,0,8,4,3,15,23,1,0,0,0,0,0,0
Savin Gunasekara,25,Sri Lanka,0,2,2,0,14,22,0,0,0,1,6,6,0
Nimesha Gunasinghe,26,Sri Lanka,0,5,4,1,42,37,3,1,3,2,16,36,0
Danushka Gunathilaka,30,Sri Lanka,34,112,109,8,2644,2059,279,85,41,46,666,833,31
Santhush Gunathilake,22,Sri Lanka,0,5,3,0,25,39,2,0,0,2,12,16,0
Naveen Gunawardene,23,Sri Lanka,0,7,0,0,0,0,0,0,0,7,110,127,4
Nipun Haggalla,24,Sri Lanka,0,11,8,3,123,106,14,0,6,0,0,0,0
Danal Hemananda,18,Sri Lanka,0,2,0,0,0,0,0,0,0,2,45,56,5
Dushan Hemantha,27,Sri Lanka,0,34,32,6,462,373,35,17,18,19,305,349,12
Heshan Hettiarchchi,23,Sri Lanka,0,19,8,3,33,42,1,1,3,18,255,329,19
Pramud Hettiwatte,26,Sri Lanka,0,25,21,3,512,404,36,19,12,15,229,307,10
Dineth Thimodya,25,Sri Lanka,0,15,14,1,144,144,11,6,8,1,12,17,1
Tharushan Iddamalgoda,26,Sri Lanka,0,14,12,0,182,177,21,2,5,13,226,220,6
Lahiru Udara,28,Sri Lanka,0,41,38,2,780,586,90,24,33,0,0,0,0
Navodya Imesh,21,Sri Lanka,0,3,3,0,29,34,0,1,2,2,12,21,0
Imran Khan,29,Sri Lanka,0,14,6,5,24,21,2,0,6,13,188,254,10
Upul Indrasiri,39,Sri Lanka,0,32,19,5,70,101,4,1,8,31,571,668,30
Akeel Inham,25,Sri Lanka,0,16,16,1,275,263,26,4,9,0,0,0,0
Janindu Inuwara,22,Sri Lanka,0,3,2,0,3,15,0,0,0,1,8,11,0
Minhaj Jalill,27,Sri Lanka,0,17,15,0,226,216,25,7,3,10,138,171,6
Dineth Jayakody,20,Sri Lanka,0,6,5,2,71,49,6,2,2,0,0,0,0
 Lahiru Jayakody,27,Sri Lanka,0,10,8,0,144,107,11,7,0,1,18,26,1
Dileepa Jayalath,24,Sri Lanka,0,7,3,2,14,14,2,0,3,7,132,156,7
Methsith Jayamanna,24,Sri Lanka,0,8,5,1,16,26,0,0,0,1,6,7,0
Charith Jayampathi,31,Sri Lanka,0,44,29,8,172,165,6,11,9,42,708,1121,38
Ishan Jayaratne,32,Sri Lanka,0,59,37,14,529,354,29,33,13,53,1077,1333,70
Lahiru Jayaratne,30,Sri Lanka,0,44,22,6,98,112,4,3,20,38,620,771,30
Ranmith Jayasena,21,Sri Lanka,0,6,5,1,49,37,3,2,0,0,0,0,0
Angelo Jayasinghe,29,Sri Lanka,0,22,17,4,355,347,26,5,8,1,2,1,0
Udara Jayasundera,31,Sri Lanka,0,55,52,5,914,855,81,24,12,25,383,447,27
Prabath Jayasuriya,30,Sri Lanka,0,49,13,6,37,50,1,1,19,47,994,959,69
Chathuranga Jayathilake,30,Sri Lanka,0,3,3,1,3,6,0,0,0,0,0,0,0
Sachitha Jayathilake,24,Sri Lanka,0,24,23,6,328,310,18,15,5,18,342,389,13
Roshan Jayatissa,32,Sri Lanka,0,22,14,1,95,93,6,6,8,22,387,469,24
Dunith Jayatunga,20,Sri Lanka,0,2,2,0,11,11,1,0,2,0,0,0,0
Sachin Jayawardena,27,Sri Lanka,0,18,18,2,227,243,20,5,3,12,151,205,7
Manjula Jayawardhana,38,Sri Lanka,0,27,25,9,284,237,14,16,10,25,472,585,20
Mithun Jayawickrama,31,Sri Lanka,0,29,24,5,251,220,14,15,15,19,322,433,14
Praveen Jayawickrama,23,Sri Lanka,1,16,7,5,13,14,2,0,7,15,283,246,14
Malinda Jayod,23,Sri Lanka,0,2,2,0,21,15,3,0,0,2,30,51,2
Saliya Saman,36,Sri Lanka,0,47,41,14,673,518,41,38,14,41,851,1084,58
Kanagarathinam Kabilraj,22,Sri Lanka,0,2,0,0,0,0,0,0,0,2,42,55,2
Thaveesha Kahaduwaarachchi,21,Sri Lanka,0,5,5,0,131,134,12,1,1,0,0,0,0
Vihanga Kalhara,28,Sri Lanka,0,7,5,2,26,26,1,0,1,5,78,87,2
Dilshan Kanchana,26,Sri Lanka,0,10,10,1,218,231,17,3,2,5,66,83,4
Sameen Kandanearachchi,33,Sri Lanka,0,24,23,2,429,353,49,9,23,0,0,0,0
Sawan Kankanamge,23,Sri Lanka,0,12,12,2,247,204,21,11,4,7,96,118,3
Nipuna Kariyawasam,30,Sri Lanka,0,14,11,5,54,59,4,3,5,12,204,302,14
Nipun Karunanayake,31,Sri Lanka,0,33,30,6,433,431,28,10,14,5,57,68,1
Umesh Karunaratne,33,Sri Lanka,0,24,24,5,384,398,30,6,4,19,405,506,19
Chamika Karunaratne,25,Sri Lanka,18,55,44,21,432,362,35,15,25,46,742,1029,34
Ravindra Karunaratne,34,Sri Lanka,0,13,12,2,126,95,9,7,1,2,30,36,1
Tharindu Kaushal,28,Sri Lanka,0,32,16,4,101,92,10,3,6,30,552,641,22
Navin Kavikara,32,Sri Lanka,0,17,9,2,40,30,4,1,6,16,318,420,19
Supun Kavinda,22,Sri Lanka,0,8,8,0,163,141,9,9,5,6,132,133,12
Kavindana Perera,21,Sri Lanka,0,1,1,0,0,1,0,0,1,0,0,0,0
Aveesha Keshan,21,Sri Lanka,0,1,0,0,0,0,0,0,0,1,6,15,0
Romesh Krishantha,31,Sri Lanka,0,4,2,2,4,9,0,0,0,2,23,31,2
Kavindu Kulasekara,26,Sri Lanka,0,11,10,0,213,185,16,2,11,0,0,0,0
Vimukthi Kulatunga,23,Sri Lanka,0,4,3,1,14,19,1,0,1,4,53,55,1
Mahesh Kumara,22,Sri Lanka,0,7,6,1,69,60,7,1,5,0,0,0,0
Chathuranga Kumara,30,Sri Lanka,0,35,29,6,324,244,23,15,7,29,457,654,23
Lahiru Kumara,25,Sri Lanka,15,34,12,7,22,21,4,0,2,33,675,931,38
Geeth Kumara,33,Sri Lanka,0,32,29,0,435,373,30,19,7,20,314,320,18
Charitha Kumarasinghe,29,Sri Lanka,0,24,24,2,506,404,56,16,31,0,0,0,0
Suranga Lakmal,34,Sri Lanka,11,66,31,16,143,131,12,5,18,64,1275,1716,69
Chathura Lakshan,26,Sri Lanka,0,18,11,4,76,103,2,2,12,15,259,323,12
Suminda Lakshan,24,Sri Lanka,0,18,11,2,173,153,9,3,14,14,264,340,8
Dhananjaya Lakshan,23,Sri Lanka,0,41,34,5,465,377,34,18,15,26,431,629,25
Muditha Lakshan,21,Sri Lanka,0,8,7,2,252,159,17,14,1,1,18,16,0
Lasith Lakshan,26,Sri Lanka,0,16,15,0,242,223,23,5,4,5,54,56,2
Pasindu Lakshanka,25,Sri Lanka,0,12,9,0,142,116,7,8,11,0,0,0,0
Yashodha Lanka,29,Sri Lanka,0,44,39,1,673,599,74,18,20,0,0,0,0
Pramod Madushan,28,Sri Lanka,0,25,10,2,41,44,3,1,7,24,475,574,36
Ranitha Liyanarachchi,27,Sri Lanka,0,12,11,0,300,227,25,13,5,7,102,165,7
Dilasri Lokubandara,28,Sri Lanka,0,11,11,0,180,154,19,2,7,0,0,0,0
Malindu Maduranga,24,Sri Lanka,0,18,18,2,212,189,25,6,10,0,0,0,0
Lahiru Madusanka,20,Sri Lanka,0,1,0,0,0,0,0,0,0,1,6,7,0
Danushka Madushanka,31,Sri Lanka,0,6,4,3,13,19,0,1,1,6,108,87,7
Pathum Madusanka,26,Sri Lanka,0,9,9,0,91,104,6,0,3,0,0,0,0
Shanuka Madushan,24,Sri Lanka,0,3,3,0,9,24,0,0,1,2,36,42,3
Udith Madushan,24,Sri Lanka,0,12,6,4,21,26,2,0,2,12,234,261,15
Buddika Madushan,31,Sri Lanka,0,15,12,1,132,143,10,5,4,12,216,281,12
Pasindu Madushan,29,Sri Lanka,0,15,9,1,61,105,2,1,6,13,192,234,7
Kasun Madushanka,30,Sri Lanka,0,31,15,8,51,52,5,1,5,29,508,661,28
Lahiru Madushanka,29,Sri Lanka,3,63,46,14,591,512,30,24,28,54,843,1101,50
Dilshan Madushanka,21,Sri Lanka,0,4,0,0,0,0,0,0,0,4,60,89,4
Supun Madushanka,28,Sri Lanka,0,14,13,1,231,142,21,14,5,7,105,115,8
Promod Maduwantha,24,Sri Lanka,0,6,2,0,31,36,1,0,3,4,66,49,5
Malinga Maligaspe,35,Sri Lanka,0,16,16,2,272,273,27,4,14,0,0,0,0
Nipun Malinga,21,Sri Lanka,0,1,1,0,7,6,1,0,0,1,12,35,0
Gayan Maneeshan,30,Sri Lanka,0,29,28,10,688,592,38,28,12,1,6,1,2
Sasith Manuranga,22,Sri Lanka,0,6,6,0,94,108,8,1,2,1,6,7,0
Angelo Mathews,34,Sri Lanka,78,173,148,36,2788,2332,199,90,60,129,2200,2723,85
Waruna Mayantha,26,Sri Lanka,0,9,8,1,105,103,12,3,4,0,0,0,0
Sujan Mayura,32,Sri Lanka,0,9,7,1,109,92,6,4,5,9,156,171,5
Ashen Mendis,26,Sri Lanka,0,3,3,0,42,55,2,0,0,0,0,0,0
Bishan Mendis,22,Sri Lanka,0,3,3,0,11,23,2,0,0,0,0,0,0
Kusal Mendis,27,Sri Lanka,31,72,71,3,1826,1324,150,83,30,1,1,0,0
Jeevan Mendis,39,Sri Lanka,22,162,132,27,2250,1820,160,85,45,113,1957,2362,118
Tharindu Mendis,40,Sri Lanka,0,11,9,0,112,133,9,0,8,1,12,24,0
Yasoda Mendis,29,Sri Lanka,0,8,3,0,23,31,0,1,0,5,48,65,4
Nimesha Mendis,26,Sri Lanka,0,13,6,2,36,48,0,1,1,12,240,312,10
Ramesh Mendis,26,Sri Lanka,2,55,42,12,727,561,45,27,10,47,756,854,41
Sandun Mendis,20,Sri Lanka,0,3,3,0,24,25,1,1,1,2,36,49,2
Kamindu Mendis,23,Sri Lanka,5,39,32,4,731,564,66,17,9,33,480,607,13
Yohan Mendis,25,Sri Lanka,0,5,2,0,63,55,5,0,3,0,0,0,0
Rashmika Mevan,20,Sri Lanka,0,1,1,0,6,9,1,0,0,1,18,22,0
Dulash Udayanga,26,Sri Lanka,0,24,23,5,295,322,25,3,8,0,0,0,0
Lahiru Milantha,27,Sri Lanka,0,45,44,2,1049,768,105,36,22,0,0,0,0
Kamil Mishara,20,Sri Lanka,0,13,12,4,171,142,21,3,3,0,0,0,0
Mohammed Shamaaz,21,Sri Lanka,0,5,5,2,78,74,2,2,3,0,0,0,0
Dilshan Munaweera,32,Sri Lanka,13,129,126,7,2662,2092,325,94,18,79,1289,1503,48
Raju Gayashan,33,Sri Lanka,0,16,14,0,206,196,21,3,2,1,6,17,0
Adeesha Nanayakkara,30,Sri Lanka,0,28,27,3,401,374,28,13,6,8,138,163,11
Sathik Nimalsha,25,Sri Lanka,0,14,13,3,54,65,3,1,1,13,252,324,16
Madhawa Nimesh,26,Sri Lanka,0,17,16,3,148,135,10,4,3,6,96,125,4
Kamesh Nirmal,22,Sri Lanka,0,7,7,1,117,121,10,2,3,0,0,0,0
Hasitha Nirmal,29,Sri Lanka,0,16,15,2,176,193,17,3,6,12,189,212,8
Pathum Nissanka,23,Sri Lanka,16,45,42,1,1145,940,115,23,25,0,0,0,0
Chathura Obeyesekere,23,Sri Lanka,0,8,4,3,3,11,0,0,2,8,138,159,9
Udayawansha Parakrama,25,Sri Lanka,0,20,20,1,413,344,44,9,18,0,0,0,0
Suranga Paranavitana,44,Sri Lanka,0,7,5,1,38,45,1,1,1,3,30,32,3
Matheesha Pathirana,19,Sri Lanka,0,2,0,0,0,0,0,0,0,2,24,33,2
Sandaken Pathirana,25,Sri Lanka,0,15,12,3,117,103,5,7,7,14,228,283,16
Nishan Peiris,24,Sri Lanka,0,30,15,7,76,68,4,4,9,29,493,549,34
Chathura Peiris,31,Sri Lanka,0,44,31,7,301,248,15,16,12,41,762,939,42
Ruvin Peiris,21,Sri Lanka,0,6,1,0,2,2,0,0,0,6,102,129,5
Sachintha Peiris,26,Sri Lanka,0,26,12,6,17,24,0,0,5,25,480,512,32
Dellon Peiris,21,Sri Lanka,0,4,3,1,43,48,5,0,0,1,6,11,0
Anushka Perera,28,Sri Lanka,0,6,6,0,122,135,12,1,0,4,43,35,4
Angelo Perera,31,Sri Lanka,6,114,98,18,2009,1689,143,60,68,31,374,443,20
Chamal Perera,29,Sri Lanka,0,2,2,0,6,12,0,0,0,0,0,0,0
Damith Perera,25,Sri Lanka,0,15,15,3,222,202,14,6,8,0,0,0,0
Kevin Perera,21,Sri Lanka,0,4,3,0,8,24,0,0,3,0,0,0,0
Matheesha Perera,30,Sri Lanka,0,20,19,1,179,225,17,1,6,18,314,344,12
Kalana Perera,21,Sri Lanka,0,15,6,1,9,19,0,0,5,14,222,246,16
Dilruwan Perera,39,Sri Lanka,3,92,72,9,852,781,84,24,24,87,1687,1823,77
Kusal Perera,31,Sri Lanka,60,129,125,5,2800,2149,261,104,69,0,0,0,0
Salinda Ushan,25,Sri Lanka,0,10,8,1,84,118,2,1,1,0,0,0,0
Nimesh Perera - jnr,40,Sri Lanka,0,46,43,5,849,608,70,51,23,32,600,688,42
Thisara Perera,32,Sri Lanka,84,319,268,75,4060,2680,291,231,130,281,4843,6967,266
Vimukthi  Perera,32,Sri Lanka,0,24,11,9,56,42,4,3,7,23,443,610,22
Priyamal Perera,26,Sri Lanka,0,42,37,7,630,505,48,20,16,4,48,56,1
Sachithra Perera,29,Sri Lanka,0,29,16,5,53,68,3,1,12,27,522,579,25
Nimantha Perera,27,Sri Lanka,0,4,4,0,51,50,5,0,0,4,36,49,0
Avishka Perera,20,Sri Lanka,0,2,2,0,12,20,0,0,0,0,0,0,0
Sampath Perera,39,Sri Lanka,0,22,21,3,252,191,18,14,2,22,395,468,26
Janaka Sampath,34,Sri Lanka,0,43,28,15,141,156,11,1,15,43,878,912,43
Primosh Perera,32,Sri Lanka,0,25,24,0,575,520,54,13,17,0,0,0,0
Vinodh Perera,32,Sri Lanka,0,25,21,4,267,258,19,8,8,23,422,605,32
Nipun Dananjaya,21,Sri Lanka,0,13,11,1,268,209,18,11,4,0,0,0,0
Chamod Piumal ,26,Sri Lanka,0,11,6,2,16,15,1,1,2,10,158,236,10
Arul Prakash,28,Sri Lanka,0,6,3,3,5,4,1,0,4,4,40,55,2
Seekkuge Prasanna,36,Sri Lanka,20,182,145,32,1887,1187,112,147,65,170,3254,3820,150
Muditha Premadasa,20,Sri Lanka,0,4,4,2,77,86,3,1,3,0,0,0,0
Aravinda Premaratne,29,Sri Lanka,0,18,11,5,71,99,2,1,3,17,294,349,16
Nilanka Premaratne,33,Sri Lanka,0,5,2,2,2,3,0,0,3,5,108,140,2
Nuwan Priyadarshana,28,Sri Lanka,0,9,7,4,51,51,1,4,0,0,0,0,0
Mahesh Priyadarshana,40,Sri Lanka,0,15,14,1,170,168,18,3,2,14,270,335,17
Nalin Priyadarshana,31,Sri Lanka,0,6,3,1,4,11,0,0,1,6,114,112,8
Rajith Priyan,33,Sri Lanka,0,22,8,4,43,45,3,1,4,20,385,478,26
Milan Rathnayake,25,Sri Lanka,0,10,3,0,25,23,2,1,2,10,159,195,7
Ashan Priyanjan,32,Sri Lanka,3,109,99,16,1767,1432,148,60,40,60,922,987,47
Rajinda Punchihewa,29,Sri Lanka,0,11,8,2,14,27,1,0,6,9,126,148,3
