name,age,country,Ovr,BAT Ovr,Bowl Ovr,B-IQ,Tech,PWR,RUN,ECON,WKT,ACC,CLTH
KB Pawan,34,India,61,60,27,66,60,53,63,27,27,28,25
Aniruddha Joshi,34,India,61,60,32,65,61,53,75,31,33,44,16
Pulina Tharanga,29,Sri Lanka,72,59,65,64,60,53,61,65,66,52,71
Sean Solia,29,New Zealand,63,59,45,64,62,53,52,47,47,42,31
Maduranga Zoysa,37,Sri Lanka,61,60,26,64,63,53,73,27,27,42,5
Shrikant Mundhe,33,India,69,60,60,63,64,53,66,62,58,30,86
Adam Wheater,32,England,62,61,28,63,66,53,82,28,30,32,14
Anmolpreet Singh,23,India,59,58,25,63,58,53,61,28,30,9,6
Pieter Seelaar,34,Netherlands,75,58,69,62,59,53,65,69,65,72,82
Ramachandran Ragupathy,25,India,58,57,25,62,59,53,40,27,28,11,21
Bismillah Khan,31,Pakistan,62,61,24,62,65,53,82,27,28,13,10
Dhruv Raval,33,India,62,61,26,60,68,53,78,27,27,23,21
Sam Whiteman,29,Australia,60,59,25,59,62,53,79,28,28,9,12
Fazle Mahmud,34,Bangladesh,56,55,25,59,56,53,33,28,28,20,5
Aamer Jamal,25,Pakistan,68,59,60,56,70,53,50,58,61,65,59
Madawa Warnapura,33,Sri Lanka,57,55,36,56,56,53,48,42,43,10,11
Fionn Hand,23,Ireland,74,57,68,54,61,53,72,63,66,83,81
Josh Little,22,Ireland,73,50,69,51,47,53,48,65,70,71,80
Onias Bascome,26,Bermuda,57,49,51,51,47,53,28,46,54,68,41
Isharul Islam,27,Bangladesh,50,49,28,51,48,53,19,30,30,36,7
Akhilesh Sahani,27,India,70,50,66,50,48,53,40,67,67,52,71
Will Williams,29,New Zealand,71,55,65,50,56,53,90,62,66,70,69
Anuk Fernando,26,Sri Lanka,69,53,64,49,55,53,62,62,63,59,84
Tom Taylor,27,England,66,53,60,49,54,53,71,59,60,65,54
Naveen-ul-Haq,22,Afghanistan,79,49,76,47,47,53,49,76,81,75,54
Amir Hamza,30,Afghanistan,69,49,65,47,47,53,37,62,66,77,63
Ravi Teja,27,India,69,50,64,47,50,53,51,65,63,61,64
Ravindu Fernando,22,Sri Lanka,68,46,64,46,39,53,40,65,58,75,68
Sohag Gazi,30,Bangladesh,76,49,73,45,48,53,45,74,72,75,75
Divyang Hinganekar,28,India,72,52,67,44,55,53,76,67,65,44,93
Avindu Theekshana,23,Sri Lanka,66,45,63,44,37,53,46,67,60,30,94
Sandun Mendis,20,Sri Lanka,59,46,55,44,38,53,53,53,54,48,77
Hem Chetri,21,India,56,54,36,44,60,53,91,37,40,40,16
Vishva Chathuranga,23,Sri Lanka,52,51,25,44,53,53,66,28,28,9,14
Reece Topley,27,England,83,44,81,41,39,53,29,78,84,98,68
Tendai Chatara,30,Zimbabwe,76,41,74,37,32,53,43,71,75,79,80
Josh Hazlewood,31,Australia,78,46,76,35,50,53,30,76,77,46,98
Muhammad Musa,21,Pakistan,74,43,72,35,44,53,22,72,77,87,34
Mohsin Khan,23,India,73,45,70,35,46,53,49,73,74,20,93
Abu Jayed,28,Bangladesh,79,45,77,34,49,53,27,72,76,97,78
Sameen Gul,23,Pakistan,75,38,74,34,28,53,22,68,70,96,92
Angus McKenzie,23,New Zealand,69,45,66,34,44,53,58,66,58,79,86
Khaled Ahmed,29,Bangladesh,76,39,74,31,31,53,30,69,68,97,91
Tushar Deshpande,26,India,73,44,71,31,49,53,38,69,73,65,79
Lahiru Diyantha,32,Sri Lanka,60,39,58,30,35,53,28,62,54,22,90
Usman Ghani,25,Afghanistan,69,68,28,85,69,52,66,29,31,15,20
Jonathan Wells,33,Australia,67,66,27,77,72,52,63,28,30,22,13
Tom Prest,18,England,64,63,29,72,65,52,79,28,30,44,16
Tom Wood,27,England,66,65,26,71,72,52,73,27,28,27,17
Khaya Zondo,31,South Africa,63,61,34,70,63,52,57,34,36,50,8
Hanuma Vihari,28,India,65,61,47,69,64,52,65,48,50,54,28
Zain Abbas,30,Pakistan,61,60,29,69,66,52,34,34,34,8,8
Rubel Mia,29,Bangladesh,61,60,33,68,65,52,44,37,37,27,7
Cole McConchie,30,New Zealand,76,61,69,66,66,52,59,68,65,63,95
Mohammad Ashraful,37,Bangladesh,61,59,36,65,64,52,46,37,41,11,34
Sibonelo Makhanya,25,South Africa,61,59,35,65,62,52,52,37,38,15,34
James Bracey,24,England,63,62,28,65,66,52,84,28,30,11,38
Vikas Hathwala,28,India,59,58,30,64,59,52,50,31,31,36,14
Udayawansha Parakrama,25,Sri Lanka,62,61,25,64,65,52,83,27,28,11,22
Jason Mohammed,35,West Indies,57,56,31,63,53,52,52,32,32,36,17
Ankush Bains,26,India,60,59,24,63,61,52,77,28,30,6,6
Oshada Fernando,29,Sri Lanka,58,57,27,61,60,52,54,28,28,34,10
Jaskaranvir Singh,28,India,58,57,29,58,58,52,75,27,28,42,31
Alex Hughes,30,England,73,56,67,57,59,52,68,66,63,65,90
Nikhil Gangta,29,India,58,57,32,57,64,52,57,34,34,11,36
Jack Tector,25,Ireland,56,55,28,56,62,52,24,27,28,23,33
Qaasim Adams,37,South Africa,56,55,27,56,58,52,55,28,30,23,12
Yashodha Lanka,29,Sri Lanka,57,56,25,56,59,52,58,28,28,22,5
Arafat Sunny jnr,27,Bangladesh,55,52,38,55,52,52,43,44,41,15,22
Sujan Mayura,32,Sri Lanka,64,55,57,54,54,52,80,64,52,38,68
Abdul Mazid,31,Bangladesh,52,51,25,54,49,52,28,27,27,16,20
Nazeeb Saiyed,26,India,53,49,43,53,38,52,60,47,41,17,59
Nick Gubbins,28,England,55,54,30,53,57,52,56,29,30,30,30
Saim Ayub,19,Pakistan,53,52,24,53,56,52,25,28,28,6,5
Robiul Haque,22,Bangladesh,66,51,61,52,51,52,43,62,61,27,90
Henry Cooper,28,New Zealand,51,50,29,52,46,52,47,30,33,17,16
Shreyas Gopal,28,India,81,54,77,50,60,52,49,74,76,99,68
Sandeep Lamichhane,21,Nepal,79,48,76,49,45,52,40,75,80,81,62
Malindu Maduranga,24,Sri Lanka,53,52,27,48,53,52,62,28,28,10,33
Aravinda Akurugoda,25,Sri Lanka,55,47,50,47,43,52,43,52,42,75,52
Nehemiah Odhiambo,38,Kenya,71,47,68,44,46,52,29,69,71,46,75
Bernard Scholtz,31,Namibia,78,44,76,43,37,52,36,71,74,96,84
Gavin Griffiths,28,England,73,44,70,43,36,52,36,67,70,97,52
Anrich Nortje,28,South Africa,84,47,82,42,45,52,49,79,83,100,68
Macai Simmons,29,Bermuda,46,45,30,42,41,52,36,30,30,13,45
Chaminda Bandara,34,Sri Lanka,61,43,58,41,34,52,38,65,61,40,36
Kartik Kakade,26,India,71,48,67,40,52,52,35,66,62,83,78
Junaid Siddiqui,36,Canada,68,42,65,36,37,52,37,69,58,48,90
Imliwati Lemtur,30,India,64,39,62,34,30,52,25,66,58,68,54
James Pattinson,31,Australia,69,42,66,33,39,52,46,65,66,75,64
Mukesh Choudhary,25,India,70,44,67,30,53,52,20,65,66,82,59
Nipuna Kariyawasam,30,Sri Lanka,63,38,61,29,31,52,40,57,60,52,89
Eugene Ochieng,29,Kenya,55,37,53,29,30,52,31,57,52,23,69
Arzan Nagwaswalla,24,India,77,39,76,26,41,52,18,74,75,63,96
Joe Walker,29,New Zealand,71,37,69,25,32,52,42,68,67,89,57
Mohammad Shahid,33,Bangladesh,70,34,69,25,24,52,16,66,66,70,96
Waqas Maqsood,34,Pakistan,64,38,62,25,34,52,34,66,63,34,66
Asaduzzaman Payel,23,Bangladesh,62,38,60,16,49,52,13,63,61,20,82
Jatinder Singh,32,Oman,66,65,29,78,69,51,64,29,30,22,28
Dean Elgar,34,South Africa,65,62,45,73,64,51,68,50,46,48,17
Aarif Sheikh,24,Nepal,64,62,39,73,65,51,58,37,40,13,64
Baba Aparajith,27,India,66,62,49,72,63,51,77,52,49,19,71
Rohan  Kunnummal,23,India,63,62,27,72,67,51,46,27,28,28,22
Abdul Bangalzai,18,Pakistan,60,59,29,71,63,51,28,28,30,46,8
Rakin Ahmed,28,Bangladesh,62,61,26,70,65,51,53,27,28,22,13
Shalith Fernando,22,Sri Lanka,61,60,29,69,56,51,89,28,28,40,21
Shubham Pundir,23,India,60,59,27,68,61,51,51,28,28,44,6
Nick Larkin,31,Australia,63,62,26,68,67,51,64,27,28,20,17
Nitish Kumar Reddy,18,India,60,58,34,67,55,51,72,35,36,46,14
Macalister Wright,24,Australia,60,59,31,66,58,51,75,30,32,16,41
Bipin Saurabh,22,India,62,61,26,66,63,51,80,27,28,20,22
Billy Godleman,33,England,61,60,25,66,63,51,66,28,28,20,6
Shivam Chaudhary,24,India,63,58,50,64,61,51,61,49,45,74,48
Naeem Islam,35,Bangladesh,60,57,42,64,59,51,53,41,43,74,11
Clyde Fortuin,26,South Africa,60,59,29,63,61,51,80,28,30,44,18
Zane Green,25,Namibia,58,56,33,62,53,51,78,29,31,23,71
Saif Badar,23,Pakistan,58,57,26,60,59,51,59,28,31,10,9
Lega Siaka,29,Papua New Guinea,59,56,43,59,56,51,81,41,46,59,18
Kunal Chandela,27,India,55,54,25,58,56,51,45,27,28,30,4
Aamir Kaleem,40,Oman,74,54,69,56,56,51,58,66,65,94,74
Fardeen Hasan,24,Bangladesh,53,52,25,56,51,51,36,27,28,7,20
Hashan Chamara,26,Sri Lanka,53,52,26,55,55,51,30,27,28,20,21
Sanjay Raghunath,26,India,60,54,52,53,65,51,23,65,40,74,30
Nimesh Vimukthi,24,Sri Lanka,77,52,73,49,53,51,71,78,78,30,77
Mark Watt,25,Scotland,81,51,78,48,55,51,45,77,81,79,72
Sandaruwan Chinthaka,21,Sri Lanka,54,51,39,47,56,51,51,41,37,57,17
Usman Qadir,28,Pakistan,83,47,81,46,47,51,34,77,81,85,91
Ben Curran,25,England,52,51,24,46,58,51,46,27,28,13,5
Inshaka Siriwardena,22,Sri Lanka,79,42,77,42,32,51,38,74,73,93,90
Gerhardus Maree,17,South Africa,51,50,25,42,61,51,27,27,27,20,15
P Saravana Kumar,32,India,72,52,68,38,68,51,44,61,74,87,56
Kashif Bhatti,35,Pakistan,68,45,65,38,46,51,44,66,62,65,77
Irosh Fernando,22,Sri Lanka,47,46,28,38,44,51,64,28,28,22,36
Ashian Daniel,20,Sri Lanka,78,50,75,36,62,51,63,73,74,79,81
Jake Lintott,28,England,71,44,68,33,43,51,67,71,71,48,59
Marcello Piedt,29,South Africa,68,38,66,33,30,51,33,67,60,95,59
Lahiru Kumara,25,Sri Lanka,80,41,79,30,46,51,14,76,81,99,66
Vikum Sanjaya,30,Sri Lanka,66,41,63,28,40,51,45,65,65,28,78
Jean du Plessis,23,South Africa,65,65,24,75,69,50,86,28,28,9,10
Jamie Smith,21,England,65,64,27,74,68,50,68,28,30,27,12
Ravi Chauhan,28,India,64,63,25,72,68,50,76,27,28,4,24
Tom Alsop,26,England,62,61,28,70,64,50,65,28,30,44,8
Hashan Dumindu,26,Sri Lanka,63,62,25,70,67,50,72,28,30,15,5
Adil Amin,31,Pakistan,63,59,47,67,62,50,62,49,45,77,13
Asela Gunaratne,36,Sri Lanka,68,59,60,66,62,50,68,62,57,38,85
Lewis Goldsworthy,21,England,77,57,72,63,61,50,50,69,68,80,91
Andile Mokgakane,22,South Africa,58,54,46,62,49,50,57,46,52,19,52
Chamara Fernando,33,Sri Lanka,59,58,23,61,64,50,61,27,27,5,13
Rumesh Buddika,31,Sri Lanka,58,55,40,60,60,50,39,39,38,77,13
Gurdeep Singh,24,Kenya,54,52,34,59,51,50,31,32,36,54,17
Tharinda Wijesinghe,24,Sri Lanka,53,52,28,59,43,50,75,27,28,32,27
Ferisco Adams,32,South Africa,73,55,68,58,59,50,51,66,65,83,69
Jaskaran Malhotra,32,United States of America,58,56,35,57,60,50,69,37,31,57,18
Sameen Kandanearachchi,33,Sri Lanka,58,57,27,57,62,50,82,27,27,27,24
Emilio Gay,21,England,58,57,24,57,69,50,42,27,28,6,11
Adil Rashid,34,England,89,53,87,56,55,50,53,82,87,99,92
Kaden Solomons,18,South Africa,53,52,23,55,54,50,31,27,28,3,9
Tharusha Fernando,22,Sri Lanka,59,53,50,54,50,50,82,49,53,30,66
Imtiaz Hossain,36,Bangladesh,55,54,23,54,60,50,47,26,27,4,15
Danny Lamb,26,England,72,51,68,53,54,50,36,65,65,68,91
Duan Jansen,21,South Africa,73,56,67,52,65,50,68,69,66,46,82
Himalay Agarwal,28,India,49,48,24,52,44,50,32,27,28,11,12
Shubham Sharma,24,India,67,51,62,51,55,50,26,66,54,61,78
BR Sharath,25,India,54,53,26,51,54,50,79,28,28,8,30
Saqib Mahmood,24,England,82,46,80,50,40,50,38,80,89,44,83
Mohammad Nadeem,39,Oman,79,49,76,50,47,50,50,75,74,65,99
Ron Chandraguptha,26,Sri Lanka,53,52,27,48,54,50,69,27,28,22,27
Mayank Markande,24,India,81,50,78,47,54,50,47,76,77,67,96
Ruan de Swardt,24,South Africa,60,49,55,47,47,50,65,60,60,34,38
Michael Neser,31,Australia,73,49,69,45,49,50,70,66,66,77,89
Shiva Chauhan,24,India,64,55,57,45,63,50,99,57,40,89,95
Dineth Thimodya,25,Sri Lanka,47,46,30,43,42,50,62,29,31,22,34
Calvin Harrison,23,England,72,50,68,42,54,50,81,68,71,59,63
Pradeep Sangwan,31,India,74,45,71,37,47,50,47,70,68,59,94
Yash Thakur,23,India,81,37,80,36,23,50,40,75,77,93,95
Rusty Theron,36,United States of America,71,44,68,36,42,50,52,70,67,99,28
Nahid Hasan,24,Bangladesh,62,49,57,35,62,50,44,56,45,67,97
David Payne,31,England,74,40,72,34,33,50,46,69,73,98,56
Suranga Lakmal,34,Sri Lanka,69,43,66,33,43,50,44,66,66,91,43
Ansh Patel,20,India,60,47,55,32,58,50,49,57,47,52,86
Milan Rathnayake,25,Sri Lanka,72,41,70,30,43,50,36,66,60,95,96
Ebadot Hossain,28,Bangladesh,69,37,67,30,28,50,32,69,66,42,91
Sayan Ghosh,29,India,71,43,69,29,50,50,40,69,71,88,41
Elijah Otieno,34,Kenya,71,34,70,27,23,50,21,71,70,99,34
Lalit Yadav,26,India,71,37,69,25,35,50,32,69,63,68,92
Imran Khan,34,Pakistan,71,30,70,17,22,50,16,66,65,91,88
Chris Sole,27,Scotland,67,37,65,16,47,50,13,63,56,92,77
Raynard van Tonder,23,South Africa,61,60,28,71,64,49,42,28,28,42,12
Chirag Khurana,29,India,66,61,52,70,69,49,46,60,52,32,38
Ruan Haasbroek,24,South Africa,63,60,41,68,59,49,92,39,42,36,50
Rob Jones,26,England,61,60,26,68,64,49,74,28,28,17,14
Lachlan Pfeffer,30,Australia,61,60,29,67,63,49,71,27,27,38,31
Kaif Ahmed,24,India,60,60,23,67,64,49,69,27,28,3,8
Akhil Herwadkar,27,India,61,60,27,66,63,49,75,29,28,32,7
Matthew Lamb,25,England,59,58,27,64,62,49,66,28,28,34,15
Joshua van Heerden,23,South Africa,57,56,24,64,58,49,43,27,28,3,21
Matthew Arnold,33,South Africa,73,58,67,63,62,49,61,65,62,68,94
Asantha Singappuli,30,Sri Lanka,59,54,49,63,51,49,43,49,47,52,54
Troy Johnson,24,New Zealand,57,56,25,62,57,49,64,28,28,10,18
Harry Came,23,England,59,58,24,61,64,49,65,27,28,13,11
Nyasha Mayavo,29,Zimbabwe,56,55,25,60,51,49,87,27,28,14,16
Rushab Patel,28,Kenya,57,55,33,58,56,49,65,32,34,9,52
Vishvaraj Jadeja,23,India,57,56,29,58,60,49,67,28,28,34,34
Amit Sinha,33,India,53,52,27,58,49,49,55,30,31,22,8
Madhav Kaushik,24,India,53,52,28,57,55,49,23,27,28,30,34
Gary Chirimuuta,30,Zimbabwe,54,53,23,57,54,49,42,27,27,10,4
Mncedisi Malika,24,South Africa,57,56,26,56,61,49,79,27,28,6,31
Sanjika Ridma,27,Sri Lanka,56,51,47,55,51,49,48,52,53,17,30
Rohit Sharma,28,India,56,55,27,55,56,49,84,27,28,15,34
Bhuvneshwar Kumar,32,India,86,49,84,52,48,49,43,83,87,61,97
Siddhesh Wath,24,India,53,52,24,52,54,49,65,28,28,5,13
Sanoj Darshika,23,Sri Lanka,49,48,29,51,44,49,55,28,30,25,33
Bamanye Xenxe,24,South Africa,74,49,71,50,48,49,52,64,66,94,92
Tanbir Hayder,30,Bangladesh,53,50,41,49,51,49,60,45,41,25,40
Gareth Batty,44,England,73,49,69,48,49,49,48,69,68,40,97
Shem Ngoche,32,Kenya,80,49,77,47,51,49,46,69,75,95,94
Minhaj Jalill,27,Sri Lanka,52,48,42,47,50,49,27,49,46,13,31
Vivrant Sharma,22,India,51,50,30,47,52,49,65,31,31,46,8
Nadif Chowdhury,34,Bangladesh,48,47,29,47,46,49,45,28,30,34,27
Dilruwan Perera,39,Sri Lanka,69,48,65,46,50,49,41,70,65,34,72
George Bartlett,23,England,50,49,24,46,51,49,52,27,28,11,5
Danny Briggs,30,England,78,48,75,43,52,49,41,76,79,52,78
Ninad Rathva,22,India,77,49,74,42,53,49,62,71,72,91,75
Lakshitha Manasinghe,22,Sri Lanka,60,42,57,42,37,49,30,64,61,30,38
Shahriar Komol,26,Bangladesh,48,47,26,42,48,49,65,27,28,4,38
Niaz Khan,20,Pakistan,70,50,66,39,64,49,37,64,73,36,71
Daniel Worrall,30,Australia,70,47,66,39,51,49,49,65,60,63,93
Avishek Mitra,29,Bangladesh,43,42,25,37,40,49,29,27,28,4,22
Qazi Onik,22,Bangladesh,66,36,64,36,23,49,23,62,67,85,34
Yeasin Arafat,23,Bangladesh,71,42,69,34,41,49,43,65,67,79,81
Tom Rogers,27,Australia,64,40,62,34,38,49,32,65,65,32,69
Heshan Hettiarchchi,23,Sri Lanka,71,37,69,33,29,49,34,69,73,28,90
Aaron Phangiso,38,South Africa,67,40,65,33,37,49,40,72,70,36,43
Lasanda Rukmal,31,Sri Lanka,71,41,69,30,40,49,52,64,63,84,93
Rahul Shukla,31,India,71,40,69,30,37,49,62,65,65,96,77
Rahil Shah,36,India,67,37,65,28,29,49,55,65,57,97,63
Chamikara Edirisinghe,30,Sri Lanka,66,35,64,25,26,49,54,68,61,36,85
Mihir Hirwani,27,India,68,34,67,24,27,49,35,68,61,95,56
Jake Libby,29,England,66,65,28,77,72,48,62,30,31,32,6
George Van Heerden,18,South Africa,60,59,26,74,62,48,36,27,28,32,5
Joshua Da Silva,23,West Indies,60,59,25,68,63,48,59,28,28,10,16
Rajesh Dhuper,22,India,59,58,25,68,56,48,80,28,30,13,5
Dwaraka Ravi Teja,34,India,58,57,27,66,60,48,54,31,32,6,10
Lasith Abeyratne,28,Sri Lanka,58,57,29,63,58,48,85,28,28,52,10
Dikshanshu Negi,31,India,72,55,66,62,59,48,45,67,58,97,64
Ian Holland,31,United States of America,66,54,60,62,54,48,53,65,57,83,27
Mark Stoneman,34,England,57,56,28,60,62,48,59,27,28,54,10
Khawar Ali,36,Oman,77,53,73,59,55,48,41,71,71,65,98
Najeebullah,31,Pakistan,58,56,37,59,61,48,72,41,37,11,43
Ollie Robinson,23,England,58,57,27,59,60,48,83,28,28,30,16
Rubin Hermann,25,South Africa,58,57,27,59,61,48,82,27,28,34,20
Tumi Koto,27,South Africa,58,55,42,58,65,48,30,39,40,57,47
Hokaito Zhimomi,35,India,55,53,37,57,52,48,60,37,38,20,54
Dipayan Debbarma,22,India,49,48,25,57,37,48,69,27,28,25,9
L Kishan Singha,25,India,64,46,60,55,37,48,33,65,56,68,45
Fynn Hudson-Prentice,26,England,73,53,68,54,58,48,59,66,71,97,30
Mishen Silva,23,Sri Lanka,67,51,62,54,53,48,51,57,58,79,79
Alok Kapali,38,Bangladesh,60,50,54,52,50,48,42,52,52,79,47
Sandeep Goud,30,Oman,51,48,39,52,43,48,58,33,34,70,52
Jerry Nqolo,30,South Africa,55,51,42,50,53,48,59,49,45,13,30
Ashen Silva,31,Sri Lanka,52,51,28,50,55,48,52,28,30,36,14
Malinda Jayod,23,Sri Lanka,66,52,60,49,61,48,37,62,67,34,45
Baxter Holt,22,Australia,49,48,24,49,43,48,80,27,28,6,10
Corbin Bosch,27,South Africa,64,50,59,48,56,48,47,63,56,38,74
Fayyaz Butt,28,Oman,72,46,69,46,44,48,43,74,73,52,47
Amogh Sunil Desai,29,India,51,46,44,46,44,48,34,46,45,54,20
Waruna Mayantha,26,Sri Lanka,49,48,26,46,48,48,51,27,28,4,34
Blayde Capell,24,South Africa,50,49,25,46,53,48,53,27,28,3,25
Yousuf Babar,24,Pakistan,52,51,26,45,63,48,32,27,28,23,18
Malachi Jones,32,Bermuda,73,44,71,44,41,48,32,68,62,97,97
Ayaan Khan,29,Oman,53,47,48,42,47,48,65,51,45,72,27
Khalid Usman,35,Pakistan,70,46,67,41,47,48,62,67,63,93,56
Imran Khan,37,West Indies,64,46,60,40,51,48,46,63,56,74,48
Sebastiaan Braat,29,Netherlands,70,42,68,37,43,48,21,65,73,32,94
Ryan Stevenson,29,England,65,47,61,37,53,48,54,59,56,91,61
Jade Smith,19,South Africa,45,43,32,36,50,48,14,33,32,48,12
Tanush Kotian,23,India,71,48,67,35,60,48,57,72,65,27,97
Mohammad Hasnain,21,Pakistan,86,38,85,34,34,48,14,81,88,82,93
Aks Swadhin,19,Bangladesh,67,45,64,34,51,48,44,64,68,57,59
Homendro Kabrambam,29,India,59,35,57,32,21,48,51,58,49,40,97
Avesh Khan,25,India,77,36,76,24,35,48,24,74,76,93,71
Harry Crawshaw,18,England,55,38,52,23,45,48,7,57,42,90,38
Christoffel Klijnhans,22,South Africa,65,64,26,74,68,47,89,27,28,14,21
Nishan Madushka,22,Sri Lanka,62,61,25,73,63,47,77,28,28,14,15
Rodney Mupfudza,20,Zimbabwe,62,62,23,69,68,47,89,27,28,4,7
Yaseen Valli,26,South Africa,59,58,26,67,63,47,55,27,28,5,31
Nick Hobson,27,Australia,60,59,25,67,62,47,79,27,28,23,9
Assad Vala,34,Papua New Guinea,63,56,54,65,57,47,66,56,57,36,48
Harsha Cooray,38,Sri Lanka,57,56,27,64,59,47,47,27,27,44,13
Sinethemba Qeshile,23,South Africa,58,57,29,62,57,47,87,28,30,46,9
Eknath Kerkar,28,India,58,57,24,62,59,47,86,27,28,7,15
Shubham Ranjane,27,India,72,55,66,60,59,47,59,65,61,91,61
Damith Perera,25,Sri Lanka,55,54,26,60,53,47,77,27,28,5,30
Udara Jayasundera,31,Sri Lanka,59,53,49,59,55,47,41,46,49,63,48
Irosh Samarasooriya,30,Sri Lanka,55,53,33,59,55,47,40,36,36,34,11
Henry Hunt,25,Australia,54,53,24,57,54,47,55,27,28,3,13
Patrick Botha,32,South Africa,72,54,67,55,57,47,78,67,61,70,89
Adeesha Nanayakkara,30,Sri Lanka,52,50,35,55,50,47,43,37,40,22,22
Joe Carter,29,New Zealand,53,52,28,55,53,47,66,27,28,48,7
Tinashe Kamunhukamwe,26,Zimbabwe,51,50,27,55,53,47,23,28,30,11,28
Rory Burns,31,England,54,53,26,54,58,47,68,27,28,22,18
Graham Kennedy,22,Ireland,68,48,64,52,49,47,34,65,66,91,28
Valentine Kitime,18,South Africa,50,49,27,52,52,47,27,27,28,25,20
Akash Vasisht,27,India,57,52,46,51,57,47,72,46,42,52,59
Peter David Bocock,30,New Zealand,54,53,29,49,57,47,87,27,27,40,30
Aviwe Mgijima,33,South Africa,54,49,45,48,51,47,65,39,40,77,56
Ayaz Tasawwar,31,Pakistan,47,46,25,48,43,47,52,28,28,15,12
Akila Dananjaya,28,Sri Lanka,84,46,82,47,44,47,43,81,86,74,81
Sol Budinger,22,England,51,50,24,46,55,47,73,27,28,16,6
Sadikur Rahman,29,Bangladesh,50,49,27,45,53,47,57,27,28,25,27
Akash Luitel,23,India,62,41,59,44,34,47,24,60,60,34,79
Chris Wood,31,England,77,46,75,43,48,47,52,71,73,94,84
Chathura Lakshan,26,Sri Lanka,66,41,64,42,29,47,74,62,60,57,93
Will Beer,33,England,72,46,69,41,50,47,50,68,66,97,61
Dushmantha Chameera,30,Sri Lanka,83,41,82,38,38,47,31,78,82,92,83
Mehrab Hossain,30,Bangladesh,45,39,42,38,29,47,55,47,46,17,33
Ross Allen,25,Ireland,54,38,51,37,27,47,56,52,47,70,47
Chrishen Aponsu,27,Sri Lanka,39,38,25,36,24,47,75,27,28,5,25
Gerald Coetzee,21,South Africa,73,40,71,35,37,47,45,69,67,88,81
Chintan Gaja,27,India,62,38,60,34,30,47,47,70,66,25,31
Tharindu Kaushal,28,Sri Lanka,66,41,63,32,44,47,34,67,60,84,33
Junaid Khan,32,Pakistan,78,38,77,31,34,47,33,76,78,59,97
Navin Kavikara,32,Sri Lanka,63,44,60,31,49,47,62,62,60,36,75
Ben Sanderson,33,England,67,35,65,30,27,47,32,63,63,68,79
Aishwarya Mourya,27,India,53,32,51,26,24,47,20,51,52,42,56
Pheko Moletsane,20,South Africa,68,38,66,25,44,47,9,65,65,80,61
Sai Sudharsan,20,India,65,64,25,78,71,46,73,28,28,23,6
Danie Rossouw,26,South Africa,65,64,25,77,71,46,65,27,28,8,24
Rob Keogh,30,England,62,60,38,69,64,46,71,37,38,67,14
Senuran Muthusamy,27,South Africa,79,57,74,67,58,46,65,72,70,83,91
Greg Hay,37,New Zealand,59,59,23,67,66,46,53,27,27,4,5
Snehal Kauthankar,26,India,57,56,28,66,60,46,45,28,28,32,22
Kasun Ekanayake,24,Sri Lanka,57,55,37,65,53,46,72,34,37,28,56
Sudip Chatterjee,30,India,59,58,24,65,65,46,55,28,28,15,4
Tim Robinson,19,New Zealand,58,57,27,64,63,46,50,28,28,36,10
Primosh Perera,32,Sri Lanka,58,57,26,64,60,46,79,27,27,32,16
Arpit  Vasavada,33,India,60,57,39,63,60,46,70,42,42,40,14
Raghav Dhawan,35,India,57,56,29,63,60,46,53,35,32,11,7
Takudzwanashe Kaitano,28,Zimbabwe,57,56,25,63,64,46,26,27,27,4,27
Saud Shakeel,26,Pakistan,60,57,39,62,64,46,69,38,40,14,63
Dayyaan Galiem,25,South Africa,75,53,71,61,54,46,47,68,68,97,66
Nitesh Sedai,24,India,57,54,40,61,57,46,58,44,40,30,34
Kyle Nipper,34,South Africa,66,54,60,60,55,46,69,67,63,40,38
Ben Smith,31,New Zealand,56,55,29,60,60,46,60,27,28,48,24
Babul Kumar,29,India,53,52,29,58,55,46,37,28,28,38,27
Yassar Cook,28,South Africa,51,50,27,58,49,46,38,27,28,27,22
Abhishek Raut,34,India,58,53,47,57,57,46,60,48,46,38,52
Parvez Rasool,33,India,68,52,63,56,53,46,59,69,61,38,68
Aryan Juyal,20,India,54,53,26,56,60,46,47,28,28,19,12
Joshua Richards,23,South Africa,51,50,25,56,53,46,33,27,28,11,14
Chris Greaves,31,Scotland,62,49,57,54,45,46,61,60,53,22,91
Akbar-ur-Rehman,38,Pakistan,56,53,41,54,56,46,69,42,40,19,64
William Mashinge,25,Zimbabwe,60,51,54,50,53,46,77,54,54,16,92
Damodaran Rohit,29,India,50,47,38,50,49,46,17,36,34,59,36
Aminul Islam,22,Bangladesh,82,46,80,48,47,46,37,76,80,95,77
Bryce Parsons,21,South Africa,68,48,64,48,50,46,59,67,56,77,75
Himalaya Barad,32,India,48,47,26,46,46,46,56,27,27,11,28
Adam Zampa,29,Australia,86,44,85,45,44,46,32,83,89,80,83
Max Chu,21,New Zealand,50,49,26,45,53,46,66,28,30,6,22
Nisala Tharaka,30,Sri Lanka,71,44,68,44,44,46,36,68,67,46,90
Donald Tiripano,33,Zimbabwe,70,46,67,44,47,46,48,66,68,44,94
Rafsan Al Mahamud,26,Bangladesh,49,46,38,44,52,46,22,38,45,11,36
Suraj Kumar,33,Oman,48,47,30,43,47,46,70,27,28,48,34
Sumit Singh,34,India,62,44,59,42,43,46,38,62,58,42,68
